품명,한글명,포장단위(규격), 금액(US$),제조국,전문/일반
RELEFACT LH-RH,렐레팍트LH-RH,1ML/10AMP/BOX,"  278,247 ",GERMANY,전문
RELESTAT OPHTHALMIC SOLUTION 0.05%,릴레스타트점안액0.05%,5ML/BOTTLE,"  863,958 ",IRELAND,전문
RELVAR 100 ELLIPTA,렐바100엘립타,1INHALER/PACK(30DOES),"  6,779,841 ",U.K,전문
RELVAR 200 ELLIPTA,렐바200엘립타,1INHALER/PACK(30DOSE),"  2,126,509 ",U.K,전문
REMERON SOLTAB. 30MG,레메론솔탭정30밀리그램,3TAB/10PTP/PACK,"  338,180 ",NETHERLANDS,전문
REMERON TAB. 15MG,레메론정15밀리그램,10TAB/3PTP/PACK,"  2,770,667 ",NETHERLANDS,전문
REMERON TAB. 30MG,레메론정30밀리그램,10TAB/3PTP/PACK,"  901,361 ",NETHERLANDS,전문
REMESTYP(GLYPRESSIN SOLUTION) 1.0 INJ.,레메스팁1.0주사액,8.5ML/5AMP/BOX,"  926,986 ",GERMANY,전문
REMICADE INJ 100MG,레미케이드주사100mg,1VIAL/KIT,"  15,674,949 ",NETHERLANDS,전문
REMITCH SOFT CAP 2.5MCG,레밋치연질캡슐2.5마이크로그램,14CAP/1PTP/CARTON,"  33,434 ",JAPAN,전문
REMODULIN INJECTION 1MG/ML,레모둘린주사1mg/mL,20ML/VIAL,"  222,600 ",USA,전문
REMODULIN INJECTION 2.5MG/ML,레모둘린주사2.5mg/mL,20ML/VIAL,"  1,298,500 ",USA,전문
RENFLEXIS 100MG VIAL,렌플렉시스주100밀리그램,100MG/1VIAL/CARTON,"  107,125 ",KOREA,전문
RENVELA POWDER 0.8G,렌벨라산0.8그램,90포/PACK,"  73,190 ",USA,전문
RENVELA TABLET(SEVELAMER PHOSPHATE),렌벨라정,180TAB/BOTTLE,"  1,978,491 ",NETHERLANDS,전문
REOXCEL FIBRIL (OXIDIZED REGENERATED CELLULOSE),리옥셀피브릴,1매/PACK(10.2CMX10.2CM),"  63,405 ",TURKEY,전문
REOXCEL FIBRIL (OXIDIZED REGENERATED CELLULOSE),리옥셀피브릴,1매/PACK(2.6CMX5.1CM),"  153,436 ",TURKEY,전문
REOXCEL FIBRIL (OXIDIZED REGENERATED CELLULOSE),리옥셀피브릴,1매/PACK(5.1CMX10.2CM),"  187,768 ",TURKEY,전문
REPATHA PREFILLEDPEN(EVOLOCUMAB),레파타주프리필드펜,1ML/1PFP/PACK,"  5,376 ",NETHERLANDS,전문
REPLAGAL INJ,레프라갈주,3.5ML/VIAL,"  1,168,208 ",SWEDEN,전문
REQUIP PD TAB 2MG,리큅피디정2밀리그램,14TAB/2PTP/PACK,"  725,916 ",SPAIN,전문
REQUIP PD TAB 4MG,리큅피디정4밀리그램,14TAB/2PTP/PACK,"  1,056,221 ",SPAIN,전문
REQUIP PD TAB 8MG,리큅피디정8밀리그램,14TAB/2PTP/PACK,"  716,962 ",SPAIN,전문
REQUIP TAB 0.25MG,리큅정0.25밀리그램,21TAB/1PTP/PACK,"  397,018 ",SPAIN,전문
REQUIP TAB 1MG,리큅정1밀리그램,21TAB/1PTP/PACK,"  480,443 ",SPAIN,전문
REQUIP TAB 2MG,리큅정2밀리그램,21TAB/1PTP/PACK,"  368,439 ",SPAIN,전문
REQUIP TAB 5MG,리큅정5밀리그램,21TAB/1PTP/PACK,"  34,501 ",SPAIN,전문
RESOLOR 1MG TAB.,레졸로정1밀리그램,7TAB/4PTP/PACK,"  549,346 ",BELGIUM,전문
RESOLOR 2MG TAB.,레졸로정2밀리그램,7TAB/4PTP/PACK,"  792,813 ",BELGIUM,전문
RESTASIS OPHTHALMIC SOLUTION 0.05%,레스타시스점안액0.05%,0.4ML/30TUBE/BOX,"  5,957,876 ",USA,전문
RETACNYL CREAM 0.025%,레타크닐크림0.025%,30G/TUBE,"  39,035 ",FRANCE,전문
RETRON TAB,레트론정,10TAB/3PTP/CARTON,"  62,656 ",NEW ZEALAND,전문
REVLIMID 10MG CAPSULES,레블리미드캡슐10밀리그램,7CAP/3PTP/PACK,"  4,944,961 ",SWITZERLAND,전문
REVLIMID 15MG CAPSULES,레블리미드캡슐15밀리그램,7CAP/3PTP/PACK,"  6,929,844 ",SWITZERLAND,전문
REVLIMID 20MG CAPSULES,레블리미드캡슐20밀리그램,7TAB/3PTP/PACK,"  1,528,259 ",U.K,전문
REVLIMID 25MG CAPSULES,레블리미드캡슐25밀리그램,7CAP/3PTP/PACK,"  17,980,000 ",SWITZERLAND,전문
REVLIMID 5MG CAPSULES,레블리미드캡슐5밀리그램,7TAB/3PTP/PACK,"  3,753,557 ",SWITZERLAND,전문
REVOLADE TABLET 25MG (ELTROMBOPAG OLAMINE),레볼레이드정25밀리그램,7TAB/4PTP/PACK,"  298,308 ",U.K,전문
REYATAZ CAPS. 150MG,레야타즈캅셀150밀리그램,60CAP/BOTTLE,"  269,146 ",USA,전문
REYATAZ CAPS. 200MG,레야타즈캡슐200밀리그램,60CAP/BOTTLE,"  1,180,210 ",USA,전문
RILUTEK TABLET,리루텍정,14TAB/4PTP/BOX,"  1,462,322 ",FRANCE,전문
RISPERDAL CONSTA 25MG INJ.,리스페달콘스타주사25밀리그램,65.6MG/1VIAL/PACK,"  32,330 ",SWITZERLAND,전문
RISPERDAL CONSTA 37.5MG INJ.,리스페달콘스타주사37.5밀리그램,98.4MG/1VIAL/PACK,"  49,340 ",SWITZERLAND,전문
RIXUBIS INJ.,릭수비스주,1000IU/VIAL/PACK,"  880,445 ",USA,전문
RIXUBIS INJ.,릭수비스주,2000IU/VIAL/PACK,"  1,326,417 ",USA,전문
RIXUBIS INJ.,릭수비스주,250IU/VIAL/PACK,"  167,429 ",USA,전문
RIXUBIS INJ.,릭수비스주,3000IU/VIAL/PACK,"  1,572,480 ",USA,전문
RIXUBIS INJ.,릭수비스주,500IU/VIAL/PACK,"  80,918 ",USA,전문
ROACCUTANE CAP.10MG,로아큐탄캡슐10밀리그램,10CAP/10PTP/PACK,"  1,813,232 ",SWITZERLAND,전문
ROCALTROL CAPSULES(SOFT)0.25MCG,로칼트롤연질캡슐0.25마이크로그램,10CAP/3PTP/PACK,"  174,982 ",SWITZERLAND,전문
ROCEPHIN INJ. 1G,로세핀주사1그램,10ML/1VIAL/PACK,"  360,500 ",SWITZERLAND,전문
RODOGYL TABS,로도질정,10TAB/2PTP/PACK,"  1,832,061 ",FRANCE,전문
ROFERON-A PREFILLED SYRINGE 3MIO IU,로페론-에이프리필드주300만단위/0.5mL,0.5ML/1SYRINGE/PACK,"  62,219 ",SWITZERLAND,전문
ROMIPLATE INJ. 250MCG (ROMIPLOSTIM),로미플레이트주250마이크로그램,375MCG/1VIAL/BOX,"  509,707 ",JAPAN,전문
ROSUCOR TAB 10MG,로수코정10밀리그램,7TAB/4PTP/PACK,"  250,803 ",SLOVENIA,전문
ROSUCOR TAB 20MG,로수코정20밀리그램,7TAB/4PTP/PACK,"  73,714 ",SLOVENIA,전문
ROSUCOR TAB 5MG,로수코정5밀리그램,7TAB/4PTP/PACK,"  85,753 ",SLOVENIA,전문
ROTARIX PREFILLED,로타릭스프리필드,1.5ML/10PFS/PACK,"  6,810,683 ",BELGIUM,전문
ROTATEQ SOLUTION,로타텍액,2ML/10TUBE/PACK,"  11,350,653 ",USA,전문
ROZEX GEL 0.75%,로섹스겔0.75%,15G/TUBE,"  332,571 ",FRANCE,전문
ROZEX GEL 0.75%,로섹스겔0.75%,30G/TUBE,"  156,833 ",FRANCE,전문
RUPAFIN 10MG,루파핀정,10TAB/10PTP/BOX,"  404,970 ",SPAIN,전문
RUPAFIN 10MG,루파핀정,10TAB/3PTP/BOX,"  101,027 ",SPAIN,전문
RUPAFIN 10MG,루파핀정,10TAB/PTP/BOX,"  12,817 ",SPAIN,전문
RYSMON TG EYE DROPS 0.25%,리스몬티지점안액0.25%,2.5ML/10BOTTLE/BOX,"  21,036 ",JAPAN,전문
RYSMON TG EYE DROPS 0.5%,리스몬티지점안액0.5%,2.5ML/10BOTTLE/BOX,"  244,735 ",JAPAN,전문
RYTMONORM SR CAP 225MG,리트모놈SR서방캡슐225밀리그램,10CAP/5PTP/BOX,"  731,283 ",GERMANY,전문
RYTMONORM SR CAP 325MG,리트모놈SR서방캡슐325밀리그램,10CAP/5PTP/BOX,"  312,032 ",GERMANY,전문
RYTMONORM SR CAP 425MG,리트모놈SR서방캡슐425밀리그램,10CAP/5PTP/BOX,"  70,397 ",GERMANY,전문
RYTMONORM TAB. 150MG,리트모놈정150mg,10TAB/5PTP/PACK,"  1,163,877 ",GERMANY,전문
RYTMONORM TAB. 300MG,리트모놈정300mg,10TAB/5PTP/PACK,"  414,581 ",GERMANY,전문
RYZODEG FLEXTOUCH INJ 100U/ML,리조덱플렉스터치주100단위/밀리리터,3ML/5PEN/PACK,"  947,040 ",DENMARK,전문
SAIZEN LIQUID CATRIDGE INJ 8MG/ML,싸이젠리퀴드카트리지주8mg/mL,1.5ML/1VIAL/BOX,"  716,163 ",SWITZERLAND,전문
SAIZEN LIQUIED CARTRIDGE INJ 5.83MG/ML,싸이젠리퀴드카트리지주5.83mg/mL,5.83ML/1VIAL/BOX,"  12,596,130 ",SWITZERLAND,전문
SALAGEN TABLET(PILOCARPINE HCL),살라겐정,100TAB/BOTTLE,"  1,064,224 ",USA,전문
SALAGEN TABLET(PILOCARPINE HCL),살라겐정,30TAB/BOTTLE,"  538,852 ",USA,전문
SANCUSO PATCH,산쿠소패취,1PATCH(80.1MMX66.6MM)/BOX,"  1,468,947 ",USA,전문
SANDIMMUN INJ.,산디문주사,5ML/10AMP/PACK,"  87,492 ",SWITZERLAND,전문
SANDIMMUN NEORAL CAPSULE 100MG,산디문뉴오랄연질캡슐100밀리그램,5CAP/10PTP/BOX,"  1,820,230 ",SWITZERLAND,전문
SANDIMMUN NEORAL CAPSULES 25MG,산디문뉴오랄연질캅셀25밀리그램,5CAP/10PTP/PACK,"  2,795,465 ",SWITZERLAND,전문
SANDIMMUN NEORAL DRINK SOLUTION,산디문뉴오랄내복액,50ML/BOTTLE,"  125,477 ",SWITZERLAND,전문
SANDOSTATIN INJ 0.1MG/ML,산도스타틴주사0.1밀리그램/밀리리터,1ML/5AMP/BOX,"  288,481 ",SWITZERLAND,전문
SANDOSTATIN LAR INJ.10MG,산도스타틴라르주사10밀리그램,1VIAL/BOX,"  870,586 ",SWITZERLAND,전문
SANDOSTATIN LAR INJ.20MG,산도스타틴라르주사20밀리그램,20MG/1VIAL/BOX,"  2,307,985 ",SWITZERLAND,전문
SANDOSTATIN LAR INJ.30MG,산도스타틴라르주사30밀리그램,30MG/1VIAL/BOX,"  2,583,756 ",SWITZERLAND,전문
SANDOZ AMLODIPINE 5MG TAB (AMLODINPINE BESYLATE),산도스암로디핀정5밀리그램,100TAB/BOTTLE,"  191,856 ",SWITZERLAND,전문
SANDOZ AMLODIPINE 5MG TAB (AMLODINPINE BESYLATE),산도스암로디핀정5밀리그램,30TAB/BOTTLE,"  24,200 ",SWITZERLAND,전문
SANDOZ ATORVASTATIN 10MG TAB(ATORVASTATIN CALCIUM ANHYDROUS ),산도스아토르바스타틴정10밀리그램,10TAB/3PTP/PACK,"  182,066 ",SLOVENIA,전문
SANDOZ BISOPROLOL TABLET,산도스비소프롤롤정,100TAB/1BOTTLE/CARTON,"  41,952 ",GERMANY,전문
SANDOZ BISOPROLOL TABLET,산도스비소프롤롤정,10TAB/3PTP/PACK,"  8,437 ",GERMANY,전문
SANDOZ CARVEDILOL TAB. 25MG(CARVEDILOL),산도스카르베딜롤정25밀리그램,10TAB/3PTP/BOX,"  3,351 ",GERMANY,전문
SANDOZ CITALOPRAM TABLET 20MG,산도스시탈로프람정20밀리그램,30TAB/1BOTTLE/PACK,"  14,496 ",GERMANY,전문
SANDOZ ESCITALOPRAM 5MG TAB,산도스에스시탈로프람정5밀리그램,100TAB/1BOTTLE/PACK,"  241,710 ",DENMARK,전문
SANDOZ ESCITALOPRAM TAB 15MG,산도스에스시탈로프람정15밀리그램,100TAB/1BOTTLE/PACK,"  17,281 ",DENMARK,전문
SANDOZ ESCITALOPRAM TAB 20MG,산도스에스시탈로프람정20밀리그램,100TAB/1BOTTLE/PACK,"  318,017 ",DENMARK,전문
SANDOZ ESCITALOPRAM TAB 20MG,산도스에스시탈로프람정20밀리그램,30TAB/1BOTTLE/PACK,"  48,617 ",DENMARK,전문
SANDOZ ESCITALOPRAM TAB. 10MG,산도스에스시탈로프람정10밀리그램,100TAB/1BOTTLE/PACK,"  1,495,616 ",INDIA,전문
SANDOZ FLUCONAZOLE CAPS. 50MG,산도스플루코나졸캡슐50밀리그램,30CAP/1BOTTLE/CARTON,"  19,682 ",GERMANY,전문
SANDOZ MONTELUKAST CHEW TAB 4MG,산도스몬테루카스트츄정4밀리그램,14TAB/2PTP/PACK,"  22,629 ",BELGIUM,전문
SANDOZ MONTELUKAST CHEW TAB 5MG,산도스몬테루카스트츄정5밀리그램,14TAB/2PTP/PACK,"  19,846 ",BELGIUM,전문
SANDOZ MONTELUKAST MICROGRAULE 4MG,산도스몬테루카스트세립4밀리그램,28포/PACK,"  63,289 ",GERMANY,전문
SANDOZ MONTELUKAST TAB 10MG,산도스몬테루카스트정10밀리그램,14TAB/2PTP/PACK,"  119,242 ",BELGIUM,전문
SANDOZ OLANZAPINE FCT 10MG,산도스올란자핀정10밀리그램,30TAB/BOTTLE,"  117,104 ",AUSTRIA,전문
SANDOZ OLANZAPINE FCT 2.5MG,산도스올란자핀정2.5밀리그램,30TAB/1BOTTE/CARTON,"  25,975 ",AUSTRIA,전문
SANDOZ OLANZAPINE FCT 5MG,산도스올란자핀정5밀리그램,30TAB/BOTTLE,"  68,191 ",AUSTRIA,전문
SANDOZ PACLITAXEL INJ 6MG/ML,산도스파클리탁셀주6밀리그램/밀리리터,16.7ML/VIAL,"  248,200 ",AUSTRIA,전문
SANDOZ PACLITAXEL INJ 6MG/ML,산도스파클리탁셀주6밀리그램/밀리리터,5ML/VIAL,"  39,004 ",AUSTRIA,전문
SANDOZ PAROXETINE TAB.,산도스파록세틴정,100TAB/BOTTLE/CARTON,"  485,921 ",GERMANY,전문
SANDOZ PREGABALIN CAP. 150MG,산도스프레가발린캡슐150밀리그램,7CAP/4PTP/PACK,"  41,891 ",CANADA,전문
SANDOZ PREGABALIN CAP. 75MG,산도스프레가발린캡슐75밀리그램,7CAP/4PTP/PACK,"  63,826 ",CANADA,전문
SANDOZ SERTRALINE HCI TAB 100MG,산도스설트랄린정100밀리그램,100TAB/1BOTTLE/PACK,"  273,555 ",GERMANY,전문
SANDOZ SERTRALINE HCI TAB 100MG,산도스설트랄린정100밀리그램,30TAB/1BOTTLE/PACK,"  7,335 ",GERMANY,전문
SANDOZ SERTRALINE TABLET,산도스설트랄린정,100TAB/1BOTTLE/CARTON,"  395,777 ",DENMARK,전문
SANDOZ ZOLEDRONIC ACID INJ 5MG/100ML,산도스졸레드론산주사액5밀리그램/100밀리리터,100ML/1VIAL/PACK,"  7,844,494 ",U.K,전문
SANGCHUNGYTRACIS INJ (YTTRIUM(90Y)),상정이트라시스방사성의약품전구액,50MCI/PACK(1.850GBQ),"  1,542 ",FRANCE,전문
SANTEN ALEGYSAL OPHTHALMIC SOLUTION,산텐알레기살점안액,5ML/BOTTLE,"  62,322 ",JAPAN,전문
SANTEN HYALEIN 0.1 OPHTHALMIC SOLUTION,산텐히아레인0.1점안액,5ML/BOTTLE,"  688,999 ",JAPAN,전문
SANTEN KARY UNI OPHTHALMIC SOLUTION,산텐가리유니점안액,5ML/BOTTLE,"  200,242 ",JAPAN,전문
SAXENDA PEN 6MG/ML,삭센다펜주6밀리그램/밀리리터,3ML/5PFP/PACK,"  303,818 ",DENMARK,전문
SAYANA INJ 104MG/0.65ML,사야나주104mg/0.65mL,0.65ML/1PFS/BOX,"  153,644 ",BELGIUM,전문
SCANDONEST 3% INJ.,스칸도네스트3%주,1.8ML/50AMP/BOX,"  21,581 ",FRANCE,전문
SCANLUX300 INJ.,스캔룩스300주사액,100ML/BOTTLE,"  309,485 ",AUSTRIA,전문
SCANLUX300 INJ.,스캔룩스300주사액,125ML/BOTTLE,"  66,563 ",AUSTRIA,전문
SCANLUX300 INJ.,스캔룩스300주사액,150ML/BOTTLE,"  977,053 ",AUSTRIA,전문
SCANLUX300 INJ.,스캔룩스300주사액,200ML/BOTTLE,"  30,632 ",AUSTRIA,전문
SCANLUX300 INJ.,스캔룩스300주사액,500ML/BOTTLE,"  817,880 ",AUSTRIA,전문
SCANLUX300 INJ.,스캔룩스300주사액,50ML/BOTTLE,"  30,631 ",AUSTRIA,전문
SCANLUX300 INJ.,스캔룩스300주사액,75ML/BOTTLE,"  21,762 ",AUSTRIA,전문
SCANLUX370 INJ.,스캔룩스370주사액,100ML/BOTTLE,"  176,755 ",AUSTRIA,전문
SCANLUX370 INJ.,스캔룩스370주사액,125ML/BOTTLE,"  20,892 ",AUSTRIA,전문
SCANLUX370 INJ.,스캔룩스370주사액,150ML/BOTTLE,"  675,328 ",AUSTRIA,전문
SCANLUX370 INJ.,스캔룩스370주사액,500ML/BOTTLE,"  148,416 ",AUSTRIA,전문
SCANLUX370 INJ.,스캔룩스370주사액,75ML/BOTTLE,"  109,703 ",AUSTRIA,전문
SCITROPIN A CARTRIDGE INJ 10MG,싸이트로핀에이카트리지주10mg,1.5ML/1CARTRIDGE/PACK,"  2,855,508 ",AUSTRIA,전문
SCITROPIN A CARTRIDGE INJ 5MG,싸이트로핀에이카트리지주5mg,1.5ML/1CARTRIDGE/PACK,"  212,563 ",AUSTRIA,전문
SEBIVO TABLET,세비보정,14TAB/2PTP/PACK,"  423,325 ",SWITZERLAND,전문
SEDIEL TABLET 10MG,세디엘정10밀리그램,10TAB/10PTP/BOX,"  155,316 ",JAPAN,전문
SEDIEL TABLET 5MG,세디엘정5밀리그램,10TAB/10PTP/BOX,"  94,135 ",JAPAN,전문
SEEBRI BREEZHALER CAP 50MCG,씨브리흡입용캡슐50마이크로그램,6CAP/5PTP/BOX,"  28,700 ",U.K,전문
SEKINARIN PATCH 0.5MG,세키날린패취0.5밀리그램,70매/BOX(16X16MM),"  31,244 ",JAPAN,전문
SEKINARIN PATCH 1MG,세키날린패취1밀리그램,70매/BOX(22.5X22.5MM),"  55,577 ",JAPAN,전문
SEKINARIN PATCH 2MG,세키날린패취2밀리그램,70매/BOX(32X32MM),"  46,705 ",JAPAN,전문
SELENASE T PRO INJECTION,셀레나제티프로주사,10ML/10VIAL/BOX,"  1,809,083 ",GERMANY,전문
SELENASE T PRO INJECTION,셀레나제티프로주사,20ML/10VIAL/BOX,"  129,475 ",GERMANY,전문
SELENASE100UG PRO INJECTIONE,셀레나제100마이크로그램프로주사,2ML/50AMP/BOX,"  284,763 ",GERMANY,전문
"SEPTANEST INJECTION1/100,000","셉타네스트주1/100,000",1.7ML/50CARTRIDGE/PACK,"  670,104 ",FRANCE,전문
"SEPTANEST INJECTION1/200,000","셉타네스트주1/200,000",1.7ML/50CARTRIDGE/PACK,"  22,427 ",FRANCE,전문
SERETIDE 100 DISKUS,세레타이드100디스커스,1INHALER/PACK(60DOSE),"  214,139 ",FRANCE,전문
SERETIDE 250 DISKUS,세레타이드250디스커스,1INHALER/PACK(28DOSE),"  60,181 ",FRANCE,전문
SERETIDE 250 DISKUS,세레타이드250디스커스,1INHALER/PACK(60DOSE),"  2,997,808 ",FRANCE,전문
SERETIDE 500 DISKUS,세레타이드500디스커스,1INHALER/PACK(60DOSE),"  580,477 ",FRANCE,전문
SERETIDE INH 125,세레타이드125에보할러,1INHALER/PACK(120DOSE),"  39,828 ",U.K,전문
SERETIDE INH 250,세레타이드250에보할러,1INHALER/PACK(120DOSE),"  94,423 ",U.K,전문
SERETIDE INH 50,세레타이드50에보할러,1INHALER/PACK(120DOSE),"  7,232 ",U.K,전문
SEROQUEL 100MG TABLETS,쎄로켈정100밀리그램,10TAB/3PTP/PACK,"  1,288,078 ",U.K,전문
SEROQUEL 200MG TABLETS,쎄로켈정200밀리그램,10TAB/6PTP/PACK,"  692,263 ",U.K,전문
SEROQUEL 25MG TABLETS,쎄로켈정25밀리그램,10TAB/3PTP/PACK,"  1,945,250 ",U.K,전문
SEROQUEL 300MG TABLETS,쎄로켈정300밀리그램,10TAB/3PTP/PACK,"  133,359 ",U.K,전문
SEROQUEL XR 150MG TABLETS,쎄로켈서방정150밀리그램,10TAB/6PTP/PACK,"  43,356 ",SWEDEN,전문
SEROQUEL XR 200MG TABLETS,쎄로켈서방정200밀리그램,10TAB/6PTP/PACK,"  206,251 ",NETHERLANDS,전문
SEROQUEL XR 300MG TABLETS,쎄로켈서방정300밀리그램,10TAB/6PTP/PACK,"  225,265 ",NETHERLANDS,전문
SEROQUEL XR 400MG TABLETS,쎄로켈서방정400밀리그램,10TAB/6PTP/PACK,"  381,622 ",NETHERLANDS,전문
SEROQUEL XR 50MG TABLETS,쎄로켈서방정50밀리그램,10TAB/6PTP/PACK,"  199,312 ",NETHERLANDS,전문
SEVATRIM INJECTION,세바트림주,5ML/10AMP/BOX,"  58,138 ",TAIWAN,전문
SEVIACT 5/20MG,세비액트정5/20밀리그램,14TAB/2PTP/BOX,"  523,719 ",GERMANY,전문
SEVIACT 5/40MG,세비액트정5/40밀리그램,14TAB/2PTP/BOX,"  282,571 ",GERMANY,전문
SEVIKAR TAB 10/40MG,세비카정10/40밀리그램,14TAB/2PTP/BOX,"  1,336,546 ",USA,전문
SEVIKAR TAB 5/20MG,세비카정5/20밀리그램,14TAB/2PTP/BOX,"  8,080,197 ",USA,전문
SEVIKAR TAB 5/40MG,세비카정5/40밀리그램,14TAB/2PTP/BOX,"  2,228,621 ",USA,전문
SEVIKARHCT TAB 10/40/12.5MG,세비카에이치씨티정10/40/12.5밀리그램,14TAB/2PTP/BOX,"  2,000,144 ",GERMANY,전문
SEVIKARHCT TAB 5/20/12.5MG,세비카에이치씨티정5/20/12.5밀리그램,14TAB/2PTP/BOX,"  4,923,777 ",GERMANY,전문
SEVIKARHCT TAB 5/40/12.5MG,세비카에이치씨티정5/40/12.5밀리그램,14TAB/2PTP/BOX,"  2,590,032 ",GERMANY,전문
SEVO INHALTION SOLUTION,세보레인흡입액,250ML/BOTTLE,"  999,727 ",U.K,전문
SIGMART INJ. 48MG,시그마트주48밀리그램,10VIAL/BOX,"  385,506 ",JAPAN,전문
SIGNIFOR INJ 0.6MG,시그니포주0.6밀리그램,1ML/30AMP/PACK,"  9,844 ",U.K,전문
SIGNIFOR INJ 0.9MG,시그니포주0.9밀리그램,1ML/30AMPULE/PACK,"  21,534 ",U.K,전문
SIGNIFOR LAR INJ. 20MG,시그니포라르주사20밀리그램,20MG/1VIAL/CARTON,"  11,844 ",SWITZERLAND,전문
SIGNIFOR LAR INJ. 60MG,시그니포라르주사60밀리그램,60MG/1VIAL/CARTON,"  44,505 ",SWITZERLAND,전문
SIMBRINZA EYE DROPS,심브린자점안액,5ML/1BOTTLE/PACK,"  1,476,057 ",U.K,전문
SIMPONI INJ,심퍼니주,4ML/VIAL,"  759,781 ",USA,전문
SIMPONI PFS INJ,심퍼니프리필드시린지주,0.5ML/1PFS/KIT,"  8,586,089 ",NETHERLANDS,전문
SIMPONI PFS INJ,심퍼니프리필드시린지주,1.0ML/1PFS/KIT,"  1,218,515 ",NETHERLANDS,전문
SIMULECT INJECTION,씨뮬렉트주사,20MG/VIAL,"  3,799,009 ",SWITZERLAND,전문
SINECCH CAP.,시네크캡슐,12CAP/BOX,"  38,400 ",USA,전문
SINEMET CR TAB,시네메트씨알정,100TAB/1BOTTLE/PACK,"  845,278 ",AUSTRALIA,전문
SINEMET CR TAB,시네메트씨알정,30TAB/1BOTTLE/PACK,"  147,909 ",AUSTRALIA,전문
SINEMET TAB 25/100MG,시네메트정25/100,100TAB/BOTTLE,"  239,360 ",AUSTRALIA,전문
SINEMET TAB 25/100MG,시네메트정25/100,30TAB/1BOTTLE/PACK,"  38,970 ",AUSTRALIA,전문
SINEMET TAB,시네메트정,100TAB/1BOTTLE/PACK,"  104,712 ",AUSTRALIA,전문
SINEMET TAB,시네메트정,30TAB/1BOTTLE/PACK,"  33,180 ",AUSTRALIA,전문
SINGULAIR CHEW TAB 4MG,싱귤레어츄정4밀리그램,7TAB/4PTP/PACK,"  3,642,174 ",AUSTRALIA,전문
SINGULAIR CHEW TABLET 5MG,싱귤레어츄정5밀리그램,14TAB/2PTP/PACK,"  2,030,160 ",AUSTRALIA,전문
SINGULAIR TAB. 10MG,싱귤레어정10밀리그램,14TAB/2PTP/PACK,"  10,002,902 ",AUSTRALIA,전문
SIRTURO TAB 100 MG,서튜러정100밀리그램,6TAB/4PTP/BOX,"  1,030,591 ",USA,전문
SMOFKABIVEN INJ,스모프카비벤주,1477ML/BAG,"  1,419,837 ",SWEDEN,전문
SMOFKABIVEN INJ,스모프카비벤주,1970ML/BAG,"  473,256 ",SWEDEN,전문
SMOFKABIVEN INJ,스모프카비벤주,986ML/BAG,"  1,117,430 ",SWEDEN,전문
SMOFKABIVEN PERIPHERAL INJ,스모프카비벤페리페랄주,1206ML/BAG,"  1,770,041 ",SWEDEN,전문
SMOFKABIVEN PERIPHERAL INJ,스모프카비벤페리페랄주,1448ML/BAG,"  2,959,438 ",SWEDEN,전문
SMOFKABIVEN PERIPHERAL INJ,스모프카비벤페리페랄주,1904ML/BAG,"  736,472 ",SWEDEN,전문
SMOFLIPID 20% INJ,스모프리피드20%주,100ML/BOTTLE,"  299,139 ",AUSTRIA,전문
SMOFLIPID 20% INJ,스모프리피드20%주,250ML/BOTTLE,"  544,318 ",AUSTRIA,전문
SMOFLIPID 20% INJ,스모프리피드20%주,500ML/BOTTLE,"  1,774,049 ",AUSTRIA,전문
SOJOURN INHALATION,써전흡입액,250ML/BOTTLE,"  2,490,085 ",USA,전문
SOLCART B SAN,솔카트비산,650G/PACK,"  1,176,309 ",GERMANY,전문
SOLIRIS INJ,솔리리스주,30ML/VIAL,"  18,801,978 ",USA,전문
SOLU-MEDROL INJ. 125MG,솔루메드롤주125밀리그램,1VIAL/PACK,"  173,456 ",BELGIUM,전문
SOLU-MEDROL INJ. 500MG,솔루메드롤주500밀리그램,500MG/1VIAL/PACK,"  106,334 ",BELGIUM,전문
SOMATOSAN INJ,소마토산주,3.5MG/1AMP/PACK,"  169,350 ",ISLAND,전문
SOMATOSTATIN 3MG FERRING INJ,페링소마토스타틴3㎎주사,1AMP/BOX,"  29,397 ",GERMANY,전문
SOMATULINE AUTOGEL 120MG INJ PREFILLED,소마툴린오토젤120밀리그램주사(프리필드),1SYRINGE/BOX,"  837,120 ",FRANCE,전문
SOMATULINE AUTOGEL 60MG INJ PREFILLED,소마툴린오토젤60밀리그램주사(프리필드),1SYRINGE/BOX,"  191,520 ",FRANCE,전문
SOMATULINE AUTOGEL 90MG INJ PREFILLED,소마툴린오토젤90밀리그램주사(프리필드),1SYRINGE/BOX,"  169,440 ",FRANCE,전문
SONOVUE INJ,소노뷰주,1VIAL/KIT,"  472,233 ",NETHERLANDS,전문
SOOLANTRA CREAM 1%(IVERMECTIN),수란트라크림1%,15G/TUBE,  624 ,FRANCE,전문
SOOLANTRA CREAM 1%(IVERMECTIN),수란트라크림1%,30G/TUBE,"  165,964 ",FRANCE,전문
SOVALDI TAB,소발디정,28TAB/BOTTLE,"  17,567,688 ",U.K,전문
SPIRIVA CAPSULES FOR INHALATION,스피리바흡입용캡슐,30CAP/PACK(리필팩),"  7,017,674 ",GERMANY,전문
SPIRIVA CAPSULES FOR INHALATION,스피리바흡입용캡슐,30CAP/PACK(콤보팩),"  1,587,802 ",GERMANY,전문
